index,YEAR,LOCATION,CATTLE_BREED_TYPE,CATTLE_GENDER,CATTLE_AGE_0_6,CATTLE_AGE_6_6,CATTLE_AGE_6_12,CATTLE_AGE_12_18,CATTLE_AGE_18_24,CATTLE_AGE_24_30,CATTLE_AGE_30_36,CATTLE_AGE_36_PLUS
2145,2018,Doonbeg,BEEF,C,0,0,0,0,7,33,387,5784
2146,2019,Vartry,DAIRY,C,0,0,0,0,2,61,218,1196
2147,2016,Vartry,DAIRY,C,0,0,0,0,3,62,230,1257
2148,2014,Vartry,DAIRY,C,0,0,0,0,3,62,228,1291
2149,2019,Currane,BEEF,F,33,198,321,116,151,62,51,30
2150,2019,Moy,DAIRY,C,0,0,0,0,3,81,1613,9609
2151,2017,Dargle,BEEF,F,27,158,544,168,498,71,133,27
2152,2017,Vartry,BEEF,F,58,371,1046,362,899,143,98,43
2153,2015,Vartry,BEEF,F,58,374,1074,361,910,132,86,42
2154,2017,Gweebarra,BEEF,C,0,0,0,0,2,10,30,693
2155,2016,Gweebarra,BEEF,C,0,0,0,0,2,10,30,693
2156,2017,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2157,2018,Erriff,BEEF,F,5,41,235,45,145,13,51,20
2158,2015,Erriff,BEEF,F,5,40,226,40,123,17,50,20
2159,2014,Erriff,BEEF,F,5,40,220,42,113,13,49,20
2160,2018,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2161,2020,Erriff,DAIRY,F,0,0,0,0,1,0,0,0
2162,2020,Nore,DAIRY,M,456,1411,27134,2773,24257,1102,1927,240
2163,2015,Nore,DAIRY,M,456,1436,26052,2562,22634,1079,1889,256
2164,2014,Nore,BEEF,M,1695,7520,43927,10718,44064,4234,4749,2570
2165,2016,Inny,BEEF,M,685,3644,16134,4603,14769,2072,2789,1404
2166,2019,Ilen,DAIRY,M,80,167,1528,213,1210,66,105,45
2167,2017,Ilen,DAIRY,M,80,167,1502,214,1189,66,105,45
2168,2016,Ilen,DAIRY,M,80,170,1482,215,1179,66,104,47
2169,2015,Ilen,DAIRY,M,80,170,1514,214,1198,66,104,47
2170,2016,Moy,DAIRY,M,161,234,1508,251,830,123,195,41
2171,2014,Inny,DAIRY,M,138,214,1910,409,1933,216,320,90
2172,2017,Doonbeg,DAIRY,M,0,17,885,16,537,17,100,20
2173,2014,Ilen,BEEF,M,252,911,4583,727,2735,246,375,404
2174,2018,Gweebarra,BEEF,M,29,83,135,35,52,4,10,19
2175,2019,Dargle,BEEF,M,20,141,556,97,301,32,48,54
2176,2017,Dodder,BEEF,M,12,58,110,51,103,18,10,23
2177,2016,Dodder,BEEF,M,12,58,110,51,103,18,10,23
2178,2016,Dargle,DAIRY,M,1,2,56,7,20,19,3,0
2179,2015,Dodder,DAIRY,M,0,2,41,6,14,7,0,0
2180,2014,Erriff,DAIRY,M,0,0,9,5,77,0,0,0
2181,2018,Currane,BEEF,M,23,192,190,43,55,11,15,37
2182,2014,Currane,BEEF,M,23,174,169,42,46,11,14,35
2183,2017,Currane,DAIRY,M,0,0,0,0,21,0,0,0
2184,2016,Currane,DAIRY,M,0,0,0,0,21,0,0,0
2185,2015,Currane,DAIRY,M,0,0,0,0,21,0,0,0
2186,2017,Boyne,BEEF,C,0,0,0,2,174,627,4353,51891
2187,2018,Moy,BEEF,C,0,0,0,0,77,268,2939,41920
2188,2015,Moy,BEEF,C,0,0,0,0,78,265,2878,41383
2189,2016,Nore,BEEF,C,0,0,0,0,141,704,4951,50493
2190,2016,Nore,DAIRY,C,0,0,0,0,112,451,22741,93233
2191,2020,Boyne,DAIRY,C,0,0,0,0,106,1387,11671,63016
2192,2017,Boyne,DAIRY,C,0,0,0,0,98,1370,11326,61572
2193,2017,Nore,DAIRY,F,403,1389,32424,1674,28820,1332,3529,625
2194,2016,Nore,DAIRY,F,402,1442,32047,1686,28584,1336,3466,650
2195,2019,Nore,BEEF,F,1668,7361,40150,10207,35320,4183,4002,1288
2196,2019,Doonbeg,BEEF,F,114,561,2850,403,1722,255,497,169
2197,2014,Doonbeg,BEEF,F,114,554,2865,411,1703,271,503,166
2198,2017,Dargle,BEEF,F,31,134,574,137,394,80,122,37
2199,2015,Boyne,DAIRY,F,977,3633,15755,4307,15273,2424,2644,1052
2200,2014,Boyne,DAIRY,F,982,3591,16006,4235,15330,2397,2708,1078
2201,2014,Nore,DAIRY,F,409,1441,33191,1625,29892,1069,3379,700
2202,2020,Boyne,DAIRY,F,1020,3627,16552,4338,16421,2448,2809,1021
2203,2019,Boyne,DAIRY,F,1000,3583,16557,4294,16284,2428,2798,1022
2204,2017,Ilen,DAIRY,F,65,344,4998,422,4595,297,651,170
2205,2017,Vartry,BEEF,F,62,284,922,320,976,152,165,24
2206,2015,Vartry,BEEF,F,58,282,973,333,997,150,160,26
2207,2019,Currane,BEEF,F,28,195,309,103,223,76,66,24
2208,2018,Erriff,BEEF,F,10,52,326,28,148,20,43,13
2209,2014,Erriff,BEEF,F,7,38,290,25,125,18,37,14
2210,2015,Dodder,DAIRY,F,0,1,252,2,84,0,6,1
2211,2014,Doonbeg,DAIRY,F,6,11,1394,20,1286,30,305,75
2212,2020,Gweebarra,BEEF,F,6,88,214,53,119,35,53,32
2213,2015,Erriff,BEEF,F,7,39,289,23,148,19,39,13
2214,2017,Gweebarra,DAIRY,F,0,0,34,0,15,0,7,0
2215,2020,Erriff,DAIRY,F,0,0,1,0,0,0,0,0
2216,2019,Erriff,DAIRY,F,0,0,1,0,0,0,0,0
2217,2016,Inny,BEEF,M,631,3461,15449,4459,14995,1716,2772,1506
2218,2014,Nore,BEEF,M,1548,7385,42227,9094,41543,4038,4821,2834
2219,2014,Ilen,BEEF,M,304,1067,4996,747,2797,250,359,470
2220,2017,Doonbeg,DAIRY,M,3,13,995,25,647,9,94,27
2221,2020,Nore,DAIRY,M,466,1490,24781,1729,23237,1114,1849,377
2222,2015,Nore,DAIRY,M,480,1439,23843,1695,22185,1015,1777,382
2223,2018,Gweebarra,BEEF,M,16,85,178,20,46,8,10,24
2224,2019,Dargle,BEEF,M,28,116,534,112,338,50,54,57
2225,2017,Dodder,BEEF,M,20,58,145,34,68,39,30,28
2226,2016,Dodder,BEEF,M,20,58,145,34,68,39,30,28
2227,2016,Moy,DAIRY,M,101,154,1243,199,1055,119,118,58
2228,2018,Currane,BEEF,M,27,207,258,28,58,12,7,41
2229,2014,Currane,BEEF,M,25,189,231,28,45,13,6,38
2230,2014,Inny,DAIRY,M,118,303,1966,280,1697,237,268,129
2231,2016,Dargle,DAIRY,M,0,3,37,4,33,8,4,0
2232,2015,Dodder,DAIRY,M,0,0,4,3,18,6,1,0
2233,2019,Ilen,DAIRY,M,64,199,1415,189,870,66,90,39
2234,2017,Ilen,DAIRY,M,62,197,1400,189,863,66,89,39
2235,2016,Ilen,DAIRY,M,62,197,1396,192,864,67,90,40
2236,2015,Ilen,DAIRY,M,62,197,1389,192,878,67,90,40
2237,2014,Erriff,DAIRY,M,0,0,37,0,100,5,0,0
2238,2017,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2239,2016,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2240,2015,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2241,2018,Erriff,DAIRY,M,0,0,6,0,2,0,0,0
2242,2016,Nore,BEEF,C,0,0,0,0,150,641,4579,48415
2243,2018,Vartry,BEEF,C,0,0,0,0,4,25,185,1625
2244,2015,Vartry,BEEF,C,0,0,0,0,4,23,162,1636
2245,2016,Vartry,BEEF,C,0,0,0,0,4,23,165,1612
2246,2017,Boyne,BEEF,C,0,0,0,3,232,604,3967,49705
2247,2018,Moy,BEEF,C,0,0,0,0,125,275,2784,41434
2248,2015,Moy,BEEF,C,0,0,0,0,124,261,2723,40794
2249,2016,Nore,DAIRY,C,0,0,0,0,116,493,22380,100241
2250,2018,Dargle,BEEF,C,0,0,0,0,9,13,46,1101
2251,2020,Dargle,BEEF,C,0,0,0,0,9,13,46,1102
2252,2020,Boyne,DAIRY,C,0,0,0,1,119,1507,11988,66368
2253,2017,Boyne,DAIRY,C,0,0,0,1,117,1480,11380,64433
2254,2015,Inny,BEEF,C,0,0,0,0,99,253,1944,28155
2255,2017,Doonbeg,BEEF,C,0,0,0,0,24,39,328,5715
2256,2020,Doonbeg,DAIRY,C,0,0,0,0,5,3,1003,6522
2257,2017,Doonbeg,DAIRY,C,0,0,0,0,5,3,942,6088
2258,2019,Gweebarra,BEEF,C,0,0,0,0,2,11,45,749
2259,2015,Gweebarra,BEEF,C,0,0,0,0,2,8,43,685
2260,2019,Nore,BEEF,F,1491,7188,39482,9042,33688,4444,4306,1217
2261,2017,Nore,BEEF,F,1466,7084,39256,8881,33385,4365,4270,1198
2262,2019,Erriff,BEEF,C,0,0,0,0,0,1,23,562
2263,2017,Erriff,BEEF,C,0,0,0,0,0,1,24,591
2264,2014,Erriff,BEEF,C,0,0,0,0,0,1,23,553
2265,2017,Vartry,DAIRY,C,0,0,0,0,3,37,250,1405
2266,2018,Inny,DAIRY,F,181,509,6065,662,6136,400,805,283
2267,2014,Inny,DAIRY,F,185,486,5906,596,6070,407,756,264
2268,2014,Moy,BEEF,F,756,3598,18316,3644,14280,2259,4177,1061
2269,2017,Ilen,BEEF,F,307,1032,4177,782,2698,379,409,204
2270,2016,Ilen,BEEF,F,306,1029,4180,783,2723,374,404,202
2271,2017,Nore,DAIRY,F,421,1488,33658,1649,30962,1087,3364,656
2272,2016,Nore,DAIRY,F,415,1481,33483,1693,30685,1100,3401,688
2273,2017,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,94
2274,2016,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,94
2275,2019,Dodder,BEEF,F,22,65,226,105,238,60,56,14
2276,2014,Dodder,BEEF,F,22,68,201,73,129,48,50,19
2277,2018,Dodder,DAIRY,F,0,1,284,20,109,15,9,2
2278,2018,Dargle,DAIRY,F,5,10,325,40,145,23,11,2
2279,2014,Dodder,DAIRY,F,0,1,252,2,84,0,6,1
2280,2016,Erriff,BEEF,F,7,39,303,26,140,20,42,13
2281,2016,Moy,DAIRY,F,117,306,2558,349,2216,274,452,209
2282,2019,Erriff,DAIRY,C,0,0,0,0,0,0,1,2
2283,2014,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2284,2020,Gweebarra,DAIRY,F,0,0,34,0,15,0,7,0
2285,2015,Erriff,DAIRY,F,0,0,3,0,0,0,0,1
2286,2014,Erriff,DAIRY,F,0,0,3,0,0,0,0,0
2287,2018,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2288,2015,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2289,2019,Inny,BEEF,M,678,3612,16073,4551,15411,1758,2774,1514
2290,2015,Moy,BEEF,M,730,3688,15936,3076,11028,1083,1425,1278
2291,2019,Ilen,BEEF,M,316,1083,4691,604,2782,252,356,448
2292,2019,Doonbeg,DAIRY,M,3,19,1003,26,647,9,93,28
2293,2014,Gweebarra,BEEF,M,24,156,594,124,374,28,22,46
2294,2018,Boyne,DAIRY,M,703,1897,7718,2489,8028,1263,1068,374
2295,2015,Vartry,BEEF,M,72,271,906,208,665,113,82,77
2296,2018,Dodder,BEEF,M,20,58,163,34,68,39,32,29
2297,2017,Erriff,BEEF,M,2,49,238,25,51,13,28,14
2298,2015,Erriff,BEEF,M,2,46,205,21,49,13,16,14
2299,2018,Inny,DAIRY,M,107,309,2347,358,2185,215,274,129
2300,2016,Inny,DAIRY,M,118,317,2134,329,1738,220,258,124
2301,2020,Vartry,DAIRY,M,15,39,133,66,57,17,17,4
2302,2015,Vartry,DAIRY,M,15,39,135,62,68,23,20,4
2303,2016,Vartry,DAIRY,M,15,39,135,66,60,24,34,8
2304,2020,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2305,2019,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2306,2016,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2307,2014,Vartry,DAIRY,M,15,23,76,62,66,23,19,5
2308,2020,Vartry,BEEF,C,0,0,0,0,5,38,195,1882
2309,2014,Vartry,BEEF,C,0,0,0,0,3,15,154,1648
2310,2014,Moy,BEEF,C,0,0,0,0,123,259,2705,40672
2311,2019,Moy,BEEF,C,0,0,0,0,128,272,2787,41317
2312,2019,Nore,DAIRY,C,0,0,0,0,122,494,22814,102059
2313,2018,Nore,DAIRY,C,0,0,0,0,122,510,22780,101783
2314,2019,Dodder,BEEF,C,0,0,0,0,2,10,25,602
2315,2019,Boyne,BEEF,C,0,0,0,4,224,598,4057,50249
2316,2016,Inny,BEEF,C,0,0,0,0,97,260,1955,28492
2317,2018,Dodder,DAIRY,C,0,0,0,0,0,1,26,247
2318,2020,Dargle,DAIRY,C,0,0,0,0,0,1,41,336
2319,2017,Dodder,DAIRY,C,0,0,0,0,0,1,14,122
2320,2018,Moy,DAIRY,C,0,0,0,0,15,61,1398,9912
2321,2020,Ilen,DAIRY,C,0,0,0,0,37,90,3935,20232
2322,2020,Currane,BEEF,C,0,0,0,0,0,11,66,1176
2323,2019,Currane,BEEF,C,0,0,0,0,0,11,66,1175
2324,2015,Currane,BEEF,C,0,0,0,0,0,9,62,1121
2325,2020,Boyne,BEEF,F,1625,7499,36738,11436,43669,6665,8136,1648
2326,2018,Gweebarra,BEEF,C,0,0,0,0,2,11,45,749
2327,2020,Erriff,BEEF,C,0,0,0,0,0,1,23,545
2328,2015,Erriff,BEEF,C,0,0,0,0,0,1,23,565
2329,2016,Boyne,BEEF,F,1541,7301,35301,11167,41365,6436,7755,1594
2330,2019,Inny,BEEF,F,722,3580,16785,4453,16962,2740,3499,813
2331,2017,Inny,BEEF,F,686,3492,16219,4350,16787,2866,3644,840
2332,2016,Inny,BEEF,F,656,3454,16089,4210,16213,2777,3515,832
2333,2015,Moy,BEEF,F,764,3588,18333,3666,14417,2270,4200,1065
2334,2020,Doonbeg,BEEF,F,137,577,2910,408,1741,275,520,176
2335,2018,Doonbeg,BEEF,F,114,563,2928,404,1713,253,499,169
2336,2019,Dargle,BEEF,F,31,136,576,146,395,80,125,34
2337,2016,Boyne,DAIRY,F,996,3646,15982,4321,15554,2438,2686,1040
2338,2015,Ilen,BEEF,F,299,1043,4159,778,2715,374,401,204
2339,2016,Vartry,BEEF,F,62,289,968,326,999,154,173,26
2340,2014,Gweebarra,DAIRY,C,0,0,0,0,0,0,2,42
2341,2018,Currane,BEEF,F,28,194,310,103,223,76,66,23
2342,2015,Currane,BEEF,F,23,194,282,102,223,76,66,25
2343,2017,Erriff,BEEF,F,7,42,314,28,147,20,40,13
2344,2017,Dodder,BEEF,F,22,60,170,75,125,53,48,16
2345,2017,Gweebarra,BEEF,F,5,79,200,49,116,33,52,22
2346,2016,Gweebarra,BEEF,F,5,79,200,49,116,33,52,22
2347,2015,Gweebarra,BEEF,F,5,76,198,48,114,31,52,22
2348,2020,Dodder,DAIRY,F,5,9,60,42,115,21,14,1
2349,2018,Vartry,DAIRY,F,15,126,323,187,411,93,42,26
2350,2015,Vartry,DAIRY,F,15,87,199,139,327,84,33,26
2351,2014,Moy,DAIRY,F,119,307,2426,349,2211,286,455,214
2352,2018,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2353,2017,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2354,2018,Erriff,DAIRY,F,0,0,3,0,0,0,0,1
2355,2014,Inny,BEEF,M,638,3388,15205,4409,14775,1712,3002,1496
2356,2020,Boyne,BEEF,M,1705,7321,34001,9845,34576,4793,7534,2906
2357,2017,Boyne,BEEF,M,1672,7152,33473,9365,33180,4723,7422,2893
2358,2015,Boyne,BEEF,M,1614,6916,32706,9211,32928,4675,7406,2842
2359,2020,Nore,BEEF,M,1590,7555,43033,9094,41646,4111,4918,2866
2360,2019,Doonbeg,BEEF,M,126,556,2898,352,1757,166,244,300
2361,2014,Doonbeg,BEEF,M,126,549,2866,381,1706,179,241,298
2362,2016,Ilen,BEEF,M,313,1053,4644,571,2789,249,357,462
2363,2015,Ilen,BEEF,M,298,1061,4559,563,2745,248,358,463
2364,2020,Inny,DAIRY,M,115,313,2380,385,2000,232,286,126
2365,2018,Doonbeg,DAIRY,M,3,18,1060,26,647,9,94,27
2366,2018,Nore,DAIRY,M,484,1490,24787,1745,23226,1093,1834,384
2367,2014,Nore,DAIRY,M,454,1364,23751,1692,22082,966,1804,379
2368,2019,Gweebarra,BEEF,M,17,84,176,20,46,8,10,25
2369,2019,Vartry,BEEF,M,57,244,829,151,634,87,81,71
2370,2020,Vartry,BEEF,M,91,298,1054,237,806,111,95,89
2371,2014,Vartry,BEEF,M,74,266,937,241,724,116,85,73
2372,2017,Moy,DAIRY,M,103,151,1222,204,1053,114,120,59
2373,2017,Dargle,DAIRY,M,0,3,37,4,33,8,4,0
2374,2016,Dodder,DAIRY,M,0,0,19,3,18,6,1,0
2375,2014,Ilen,DAIRY,M,62,196,1394,195,972,68,90,40
2376,2015,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2377,2020,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2378,2018,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2379,2017,Vartry,BEEF,C,0,0,0,0,4,23,165,1594
2380,2014,Boyne,BEEF,C,0,0,0,3,224,578,3884,48778
2381,2020,Moy,BEEF,C,0,0,0,0,128,271,2781,41338
2382,2020,Dodder,BEEF,C,0,0,0,0,2,10,25,664
2383,2016,Dodder,BEEF,C,0,0,0,0,1,10,22,503
2384,2020,Inny,BEEF,C,0,0,0,0,105,260,2020,29121
2385,2014,Boyne,DAIRY,C,0,0,0,1,116,1547,11372,64236
2386,2019,Ilen,BEEF,C,0,0,0,0,23,98,537,6479
2387,2014,Ilen,BEEF,C,0,0,0,0,22,97,543,6434
2388,2020,Doonbeg,BEEF,C,0,0,0,0,24,40,334,5843
2389,2014,Doonbeg,BEEF,C,0,0,0,0,23,38,333,5706
2390,2018,Dargle,DAIRY,C,0,0,0,0,0,1,57,406
2391,2015,Dodder,DAIRY,C,0,0,0,0,0,1,14,122
2392,2014,Dodder,DAIRY,C,0,0,0,0,0,1,14,119
2393,2017,Moy,DAIRY,C,0,0,0,0,15,64,1455,10053
2394,2016,Ilen,DAIRY,C,0,0,0,0,37,90,3933,20078
2395,2019,Inny,DAIRY,C,0,0,0,1,28,218,4078,20314
2396,2019,Boyne,BEEF,F,1621,7460,36453,11406,43745,6677,8097,1635
2397,2014,Gweebarra,BEEF,C,0,0,0,0,6,18,90,1594
2398,2015,Nore,BEEF,F,1431,7004,38552,8776,32782,4295,4249,1237
2399,2014,Currane,DAIRY,C,0,0,0,0,0,0,4,30
2400,2016,Erriff,BEEF,C,0,0,0,0,0,1,24,590
2401,2015,Vartry,DAIRY,C,0,0,0,0,3,37,267,1538
2402,2014,Boyne,BEEF,F,1538,7134,34738,10960,40763,6341,7644,1562
2403,2020,Inny,BEEF,F,715,3579,16531,4497,16622,2720,3418,819
2404,2018,Inny,BEEF,F,696,3527,16286,4377,17039,2880,3632,826
2405,2016,Doonbeg,BEEF,F,111,548,2867,389,1706,248,494,167
2406,2016,Dargle,BEEF,F,31,134,574,137,394,80,122,37
2407,2020,Ilen,BEEF,F,309,1029,4171,766,2698,386,401,181
2408,2018,Ilen,BEEF,F,311,1056,4178,799,2707,395,412,207
2409,2018,Nore,DAIRY,F,436,1497,33852,1676,31110,1104,3394,652
2410,2018,Boyne,DAIRY,F,1015,3571,16391,4287,15869,2436,2745,1009
2411,2018,Ilen,DAIRY,F,65,344,5013,421,4575,296,661,169
2412,2019,Vartry,BEEF,F,43,248,893,276,917,127,148,23
2413,2018,Vartry,BEEF,F,62,279,933,314,975,154,163,24
2414,2020,Vartry,BEEF,F,74,309,1023,336,1037,160,164,33
2415,2014,Gweebarra,BEEF,F,12,172,522,116,364,74,136,46
2416,2020,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,95
2417,2020,Erriff,BEEF,F,7,34,229,25,133,19,40,10
2418,2016,Dodder,BEEF,F,22,60,170,75,125,53,48,16
2419,2015,Dodder,BEEF,F,22,60,155,75,120,53,48,15
2420,2017,Dargle,DAIRY,F,0,1,304,20,120,17,8,2
2421,2018,Doonbeg,DAIRY,F,6,11,1389,26,1293,30,312,80
2422,2019,Vartry,DAIRY,F,15,119,317,177,361,77,38,26
2423,2016,Vartry,DAIRY,F,15,87,199,139,323,84,33,26
2424,2019,Moy,DAIRY,F,121,309,2515,350,2197,268,439,203
2425,2015,Moy,DAIRY,F,117,306,2510,349,2218,274,452,210
2426,2020,Inny,BEEF,M,677,3594,15792,4538,15047,1720,2764,1494
2427,2018,Inny,BEEF,M,661,3533,15747,4555,15341,1778,2813,1520
2428,2018,Boyne,BEEF,M,1673,7109,33533,9478,33454,4745,7485,2885
2429,2018,Nore,BEEF,M,1585,7520,42763,9040,41584,4119,4935,2875
2430,2017,Doonbeg,BEEF,M,125,557,2926,353,1761,164,241,296
2431,2018,Vartry,BEEF,M,69,266,876,204,716,123,159,81
2432,2019,Boyne,DAIRY,M,700,1977,8112,2644,8614,1301,1076,381
2433,2019,Nore,DAIRY,M,490,1502,24872,1739,23395,1129,1859,384
2434,2020,Dargle,BEEF,M,28,116,538,113,340,50,54,58
2435,2014,Dargle,BEEF,M,28,110,509,110,333,50,49,56
2436,2019,Moy,DAIRY,M,104,148,1280,205,1081,118,118,54
2437,2020,Moy,DAIRY,M,106,153,1328,205,1099,118,109,55
2438,2019,Erriff,BEEF,M,2,48,214,28,60,18,34,13
2439,2019,Currane,BEEF,M,27,209,258,28,58,12,7,41
2440,2018,Dargle,DAIRY,M,8,10,53,16,49,11,4,1
2441,2017,Dodder,DAIRY,M,0,0,19,3,18,6,1,0
2442,2015,Dargle,DAIRY,M,0,3,13,4,33,8,4,0
2443,2018,Ilen,DAIRY,M,62,197,1413,189,865,66,89,39
2444,2020,Erriff,DAIRY,M,0,1,21,110,319,13,3,1
2445,2020,Nore,BEEF,C,0,0,0,0,148,652,4689,48946
2446,2019,Nore,BEEF,C,0,0,0,0,149,654,4692,49038
2447,2015,Nore,BEEF,C,0,0,0,0,147,636,4517,48023
2448,2014,Nore,BEEF,C,0,0,0,0,149,646,4512,48143
2449,2014,Nore,DAIRY,C,0,0,0,0,116,459,22067,99127
2450,2014,Dargle,BEEF,C,0,0,0,0,8,12,41,1039
2451,2019,Boyne,DAIRY,C,0,0,0,1,119,1484,11770,65697
2452,2020,Ilen,BEEF,C,0,0,0,0,23,97,534,6419
2453,2019,Dargle,DAIRY,C,0,0,0,0,0,1,41,336
2454,2016,Dodder,DAIRY,C,0,0,0,0,0,1,14,122
2455,2015,Moy,DAIRY,C,0,0,0,0,15,64,1433,9948
2456,2019,Ilen,DAIRY,C,0,0,0,0,37,90,3944,20294
2457,2015,Inny,DAIRY,C,0,0,0,1,29,186,4135,20196
2458,2015,Doonbeg,DAIRY,C,0,0,0,0,4,3,930,6061
2459,2020,Gweebarra,BEEF,C,0,0,0,0,2,11,46,759
2460,2014,Nore,BEEF,F,1458,6985,38647,8715,32548,4161,4239,1233
2461,2015,Currane,DAIRY,C,0,0,0,0,0,0,4,28
2462,2015,Boyne,BEEF,F,1533,7146,34541,10937,40965,6330,7730,1593
2463,2019,Moy,BEEF,F,767,3661,18726,3739,14627,2299,4298,1076
2464,2018,Dargle,BEEF,F,33,145,595,148,396,80,126,37
2465,2019,Nore,DAIRY,F,438,1479,34041,1657,31144,1106,3401,654
2466,2019,Ilen,DAIRY,F,65,344,5036,428,4591,299,676,171
2467,2014,Ilen,DAIRY,F,65,344,5306,427,4767,301,697,188
2468,2017,Currane,BEEF,F,28,220,308,128,223,92,66,23
2469,2016,Currane,BEEF,F,27,195,308,103,224,76,66,24
2470,2019,Dargle,DAIRY,F,0,1,304,20,120,17,8,2
2471,2020,Dargle,DAIRY,F,0,1,304,20,120,17,8,2
2472,2015,Dargle,DAIRY,F,0,1,272,2,95,2,5,1
2473,2020,Doonbeg,DAIRY,F,6,20,1498,39,1368,40,336,83
2474,2017,Doonbeg,DAIRY,F,6,10,1387,25,1288,30,308,76
2475,2019,Gweebarra,BEEF,F,6,88,215,53,120,34,53,25
2476,2018,Gweebarra,BEEF,F,5,89,217,53,121,34,53,25
2477,2015,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2478,2015,Gweebarra,DAIRY,F,0,0,34,0,15,0,7,0
2479,2017,Erriff,DAIRY,F,0,0,3,0,0,0,0,1
2480,2017,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2481,2016,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2482,2018,Moy,BEEF,M,735,3746,16289,3116,11185,1120,1470,1286
2483,2017,Nore,BEEF,M,1551,7439,42703,9024,41822,4140,4965,2868
2484,2016,Nore,BEEF,M,1562,7461,42435,9067,41537,4115,4931,2857
2485,2015,Doonbeg,BEEF,M,126,531,2877,348,1728,162,241,293
2486,2020,Ilen,BEEF,M,316,1075,4692,587,2742,252,351,445
2487,2018,Ilen,BEEF,M,317,1085,4657,604,2821,252,356,462
2488,2020,Doonbeg,DAIRY,M,3,20,1007,26,674,9,93,28
2489,2017,Nore,BEEF,F,1646,7290,39971,10053,35141,4134,4007,1288
2490,2015,Inny,BEEF,C,0,0,0,1,86,260,2113,28964
2491,2018,Inny,DAIRY,F,152,503,5218,604,5641,414,894,233
2492,2014,Inny,DAIRY,F,140,449,5238,618,5762,434,852,207
2493,2014,Moy,BEEF,F,753,3338,18515,4081,14759,2050,3929,973
2494,2017,Ilen,BEEF,F,221,954,4375,827,2748,384,459,208
2495,2016,Ilen,BEEF,F,222,953,4372,820,2744,381,457,211
2496,2020,Doonbeg,DAIRY,C,0,0,0,0,3,6,1121,6256
2497,2017,Doonbeg,DAIRY,C,0,0,0,0,3,6,1046,5846
2498,2016,Moy,DAIRY,F,120,263,2530,339,2213,324,539,235
2499,2018,Dodder,DAIRY,F,4,16,331,15,109,4,7,2
2500,2018,Dargle,DAIRY,F,8,33,366,24,147,9,15,2
2501,2014,Dodder,DAIRY,F,2,0,306,2,95,0,2,0
2502,2018,Dargle,BEEF,C,0,0,0,0,3,15,76,1113
2503,2020,Dargle,BEEF,C,0,0,0,0,3,15,76,1110
2504,2015,Vartry,BEEF,C,0,0,0,0,12,24,219,1772
2505,2016,Vartry,BEEF,C,0,0,0,0,12,24,219,1755
2506,2017,Doonbeg,BEEF,C,0,0,0,0,7,33,380,5775
2507,2017,Vartry,DAIRY,C,0,0,0,0,3,62,222,1149
2508,2019,Erriff,BEEF,C,0,0,0,0,0,0,42,582
2509,2017,Erriff,BEEF,C,0,0,0,0,0,0,42,632
2510,2019,Dodder,BEEF,F,28,92,261,87,237,45,42,6
2511,2019,Gweebarra,BEEF,C,0,0,0,0,2,12,30,732
2512,2015,Gweebarra,BEEF,C,0,0,0,0,2,10,30,682
2513,2018,Vartry,BEEF,C,0,0,0,0,12,24,220,1751
2514,2014,Dodder,BEEF,F,17,74,179,79,156,46,65,7
2515,2014,Erriff,BEEF,C,0,0,0,0,0,0,42,574
2516,2020,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2517,2016,Erriff,BEEF,F,5,41,234,43,126,13,51,20
2518,2017,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,93
2519,2016,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,93
2520,2019,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2521,2014,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2522,2018,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2523,2015,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2524,2019,Inny,BEEF,M,712,3669,16567,4649,15011,2071,2800,1392
2525,2018,Boyne,DAIRY,M,772,2239,8464,2815,7853,1267,1358,333
