ITAX,EINTEXP,EXTRA,ELNATR,STNAME,INTINC,NETINC,NONIX,NIM,YEAR,ITAXR,IGLSEC,NONII,ID
557339,2791842,-238,173864,Pennsylvania,6516793,1318156,2971915,3724951,2005,1797839,77894,1218667,SI_2005_PA
444,393,0,20,Pacific Islands,5934,751,5715,5541,2005,883,312,1077,SI_2005_PI
0,0,0,0,Puerto Rico,0,0,0,0,2005,0,0,0,SI_2005_PR
8396,47038,0,1208,Rhode Island,126463,27817,100909,79425,2005,2395,33818,25087,SI_2005_RI
42235,161769,-60,10493,South Carolina,402361,76550,174374,240592,2005,109701,9144,53976,SI_2005_SC
4746,28150,0,11778,South Dakota,78902,10231,44569,50752,2005,14036,941,19631,SI_2005_SD
23345,94632,0,7435,Tennessee,250171,57283,134962,155539,2005,61595,19033,48453,SI_2005_TN
271684,1543602,0,151707,Texas,3220581,677016,1623383,1676979,2005,949030,-330,1047141,SI_2005_TX
10695785,39729910,11145,3139931,United States,88577986,19849283,40818166,48848076,2005,25449118,5084806,20559137,SI_2005_US
10696229,39730303,11145,3139951,United States & Other Areas,88583920,19850034,40823881,48853617,2005,25450001,5085118,20560214,SI_2005_USA
801527,584507,0,946772,Utah,3733018,1448221,4141174,3148511,2005,1126550,1123198,3065985,SI_2005_UT
641687,2087179,-314,517827,Virginia,5000682,1144179,2315564,2913503,2005,1451966,334214,1371854,SI_2005_VA
0,0,0,0,Virgin Islands Of The U.S.,0,0,0,0,2005,0,0,0,SI_2005_VI
2967,23345,0,1106,Vermont,72595,10225,44364,49250,2005,11974,1218,8194,SI_2005_VT
130841,463609,0,13999,Washington,1126175,261537,410200,662566,2005,396172,-3794,157805,SI_2005_WA
98700,464046,0,29200,Wisconsin,1163615,177232,668808,699569,2005,179795,96137,178234,SI_2005_WI
3662,16086,0,256,West Virginia,46503,7146,22394,30417,2005,10808,0,3041,SI_2005_WV
1125,7404,0,234,Wyoming,19499,2574,10435,12095,2005,3695,4,2269,SI_2005_WY
0,0,0,0,Palau,0,0,0,0,2004,0,0,0,CB_2004_
28203,19945,0,3894,Alaska,185049,53660,123771,165104,2004,81356,507,43917,CB_2004_AK
1289008,3018430,0,548300,Alabama,10327494,2774656,6098585,7309064,2004,3968201,95463,3306022,CB_2004_AL
159002,508919,0,84122,Arkansas,1898643,440210,1214150,1389724,2004,594548,4664,503096,CB_2004_AR
933,954,0,513,American Samoa,7042,1311,4777,6088,2004,2244,0,1446,CB_2004_AS
790304,680047,0,2843178,Arizona,5554859,1412646,1837332,4874812,2004,2202245,705,2007943,CB_2004_AZ
2304727,2221711,-762,238790,California,12552225,3859985,7638451,10330514,2004,6157689,7785,3704426,CB_2004_CA
153879,366658,-23,65786,Colorado,1775862,442511,1143741,1409204,2004,592108,4305,392431,CB_2004_CO
116735,305209,0,21810,Connecticut,988936,230765,822847,683727,2004,338545,8955,499475,CB_2004_CT
4408,4780,1180,1198,District Of Columbia,32605,6381,21453,27825,2004,9545,64,4371,CB_2004_DC
3425772,4158592,0,4193915,Delaware,14827069,6468572,14972795,10668477,2004,9805666,88678,18303899,CB_2004_DE
410194,937253,-489,122973,Florida,3864734,908037,2301815,2927480,2004,1310106,8614,807414,CB_2004_FL
0,545,0,0,Federated States of Micronesia,3216,618,2840,2671,2004,625,-7,794,CB_2004_FM
1524650,2488826,-180,735586,Georgia,9634112,3213867,7279108,7145286,2004,4769695,-30998,5639101,CB_2004_GA
3521,4660,0,2854,Guam,42497,7757,37549,37837,2004,11158,120,13724,CB_2004_GU
219174,151565,0,3644,Hawaii,1056860,371296,727227,905295,2004,589584,886,415160,CB_2004_HI
130979,723053,-67,62410,Iowa,2249893,547916,1140940,1526840,2004,679688,-726,356198,CB_2004_IA
24237,41872,0,8672,Idaho,215529,50419,135263,173657,2004,74436,220,44714,CB_2004_ID
1148007,4214984,-159,473794,Illinois,12515879,3205542,7523052,8300895,2004,4166586,187122,3862536,CB_2004_IL
1003461,1504955,0,177226,Indiana,5043850,1878526,3441037,3538895,2004,2878685,3302,2958053,CB_2004_IN
150420,636043,49,98089,Kansas,2201007,503647,1384891,1564968,2004,657692,-3674,575704,CB_2004_KS
172836,722185,37,135573,Kentucky,2334029,500578,1302164,1611844,2004,667887,5488,493779,CB_2004_KY
291087,592715,-102,110606,Louisiana,2644681,677070,1693451,2051966,2004,984634,-16375,736725,CB_2004_LA
877363,1484210,0,19925,Massachusetts,4403707,1659525,6587347,2919497,2004,2500500,36388,6188275,CB_2004_MA
203195,433660,0,35423,Maryland,1716420,407542,1129983,1282760,2004,613522,-2784,496167,CB_2004_MD
203063,371535,0,45273,Maine,1525963,387201,896940,1154428,2004,596566,-6302,384351,CB_2004_ME
822076,2115691,69823,350611,Michigan,8002010,1900459,5174419,5886319,2004,2524761,127951,2163472,CB_2004_MI
251441,743558,-560,101461,Minnesota,3093982,929895,1918850,2350417,2004,1153442,28455,823328,CB_2004_MN
391020,1033096,-134,168316,Missouri,3936589,994630,2493473,2903493,2004,1372133,13656,1130427,CB_2004_MO
202897,548975,0,68041,Mississippi,2002488,498745,1280335,1453513,2004,706054,-4412,600917,CB_2004_MS
70470,160607,706,24578,Montana,723416,202804,397195,562809,2004,271915,653,130879,CB_2004_MT
7610299,14539711,0,563471,North Carolina,49498762,16357212,32974791,34959051,2004,22184308,1783203,20763519,CB_2004_NC
101296,202668,-146,84814,North Dakota,702049,233605,495175,499381,2004,333712,1335,414320,CB_2004_ND
111026,480577,-156,91626,Nebraska,1576221,340046,1439072,1095644,2004,450320,908,885374,CB_2004_NE
231281,469852,0,520157,New Hampshire,1290027,426925,1127048,820175,2004,666060,-7854,1493090,CB_2004_NH
559712,930133,0,109367,New Jersey,3872119,1201136,2400046,2941986,2004,1711869,48979,1279296,CB_2004_NJ
44840,147698,0,19112,New Mexico,632253,140681,402644,484555,2004,183885,1636,121086,CB_2004_NM
1192250,562469,0,1025504,Nevada,4181301,2249081,3038666,3618832,2004,3442278,-947,3887616,CB_2004_NV
5670177,13804433,-303,3916753,New York,43997704,13015149,35616473,30193271,2004,18230812,454818,27570766,CB_2004_NY
5016352,16201430,0,2279816,Ohio,45604819,10295374,40721733,29403389,2004,15173970,137756,28772130,CB_2004_OH
173721,626156,1017,100519,Oklahoma,2263766,595165,1383340,1637610,2004,767206,663,613455,CB_2004_OK
206385,256456,0,22654,Oregon,1155715,366085,427375,899259,2004,572118,352,122888,CB_2004_OR
202697,1706825,4419,289674,Other Areas,4308062,1177157,1622827,2601237,2004,1320672,54763,631936,CB_2004_OT
933336,2530804,-1658,146129,Pennsylvania,7752996,2298304,6650415,5222192,2004,3159428,73870,4733780,CB_2004_PA
4454,6159,0,3367,Pacific Islands,52755,9686,45166,46596,2004,14027,113,15964,CB_2004_PI
198243,1699664,4419,286220,Puerto Rico,4247678,1165695,1571972,2548014,2004,1304935,54584,615113,CB_2004_PR
1535944,1551654,0,858934,Rhode Island,7749548,2380945,5343241,6197894,2004,3942996,-26107,3947277,CB_2004_RI
207515,454686,-283,93052,South Carolina,1675644,415845,893266,1220958,2004,615715,7928,381077,CB_2004_SC
4385161,3575446,0,2838452,South Dakota,22441906,7826659,20343606,18866460,2004,12223423,-11603,16539021,CB_2004_SD
461386,1027385,0,208704,Tennessee,3935224,1019672,3231976,2907839,2004,1424612,56446,1957453,CB_2004_TN
581294,1530409,-200,267272,Texas,6959774,1774832,4950424,5429364,2004,2323897,32420,2112237,CB_2004_TX
49150507,95374501,65504,25826831,United States,341935782,102844691,256081215,246561283,2004,148752999,3176692,184099755,CB_2004_US
49353204,97081326,69923,26116505,United States & Other Areas,346243844,104021848,257704042,249162520,2004,150073671,3231455,184731691,CB_2004_USA
1940382,1901236,0,1024603,Utah,7458931,3556242,3729746,5557695,2004,5442867,53757,4639511,CB_2004_UT
1070966,2366074,-2242,692487,Virginia,6568538,1934432,6434552,4202471,2004,3020897,-13257,5945465,CB_2004_VA
0,1002,0,87,Virgin Islands Of The U.S.,7629,1776,5689,6627,2004,1710,66,859,CB_2004_VI
37831,51712,0,6240,Vermont,304748,84951,206685,253036,2004,118331,4451,78220,CB_2004_VT
128216,341540,198,70819,Washington,1431024,317543,815067,1089484,2004,442029,3532,238431,CB_2004_WA
479330,1296470,-87,107216,Wisconsin,4393676,1186688,2156618,3097206,2004,1657735,8370,824362,CB_2004_WI
92343,277799,50,28857,West Virginia,925132,222186,482577,647333,2004,308446,6033,172547,CB_2004_WV
10856,58629,-5,7079,Wyoming,256014,78848,136064,197385,2004,88296,1413,34054,CB_2004_WY
0,0,0,0,Palau,0,0,0,0,2004,0,0,0,SI_2004_
1552,2940,0,538,Alaska,19642,3355,14729,16702,2004,4569,338,3134,SI_2004_AK
2284,49382,0,7108,Alabama,123467,18269,95955,74085,2004,8668,11885,37646,SI_2004_AL
5668,38443,0,6258,Arkansas,100252,17013,53873,61809,2004,20122,2559,18444,SI_2004_AR
0,0,0,0,American Samoa,0,0,0,0,2004,0,0,0,SI_2004_AS
17582,18498,-8571,205,Arizona,69528,25405,88349,51030,2004,51127,431,88651,SI_2004_AZ
3319311,8106006,0,549493,California,21841464,5541301,10966135,13735458,2004,8090637,769975,5870807,SI_2004_CA
9967,45376,0,4186,Colorado,122771,17988,92814,77395,2004,612,27343,20217,SI_2004_CO
99913,446393,205355,21673,Connecticut,1571675,414942,1106861,1125282,2004,300625,8875,303877,SI_2004_CT
8,3370,0,0,District Of Columbia,8716,-2145,11133,5346,2004,-4140,2003,1647,SI_2004_DC
832395,1637974,0,166633,Delaware,4147291,1341718,1499159,2509317,2004,1672187,501926,828662,SI_2004_DE
163019,630420,33,30074,Florida,1651115,323331,891362,1020695,2004,401635,84682,302376,SI_2004_FL
0,0,0,0,Federated States of Micronesia,0,0,0,0,2004,0,0,0,SI_2004_FM
9079,164145,0,46380,Georgia,405257,17788,344832,241112,2004,-63209,90076,86891,SI_2004_GA
305,342,0,99,Guam,5632,684,5619,5290,2004,594,395,1022,SI_2004_GU
69101,129491,0,-8090,Hawaii,364450,61667,174970,234959,2004,127809,2959,59730,SI_2004_HI
10175,106286,0,6419,Iowa,256345,34329,132581,150059,2004,54661,-10157,43602,SI_2004_IA
6167,19276,0,1492,Idaho,60489,10213,38871,41213,2004,14387,1993,13537,SI_2004_ID
110000,723558,0,90818,Illinois,1779844,206908,928828,1056286,2004,287668,29240,251028,SI_2004_IL
21363,309078,0,28539,Indiana,751558,86073,540724,442480,2004,66696,40740,193479,SI_2004_IN
-43884,333266,0,3786,Kansas,560725,-62670,384391,227459,2004,-111460,4906,49258,SI_2004_KS
8377,50443,0,4479,Kentucky,129748,20899,65850,79305,2004,20908,8368,11932,SI_2004_KY
15283,93751,0,4232,Louisiana,234697,32552,116751,140946,2004,47269,566,27306,SI_2004_LA
214389,948978,-224,35246,Massachusetts,2806474,415601,1527809,1857496,2004,576131,54083,281690,SI_2004_MA
35659,194612,-636,7489,Maryland,501760,112080,244735,307148,2004,124898,23477,69974,SI_2004_MD
37147,154881,0,7743,Maine,463600,79706,256478,308719,2004,109582,7271,65084,SI_2004_ME
107140,431910,0,27230,Michigan,841489,187856,443233,409579,2004,235458,59538,296342,SI_2004_MI
13083,64461,0,5500,Minnesota,175170,43936,76545,110709,2004,49646,7372,20982,SI_2004_MN
33744,90929,0,10351,Missouri,270040,60984,194459,179111,2004,61134,33594,86833,SI_2004_MO
1022,22458,-2770,2496,Mississippi,47965,-3457,57385,25507,2004,-9926,10261,24448,SI_2004_MS
1190,4119,-203,15,Montana,12824,2448,12743,8705,2004,3220,621,7273,SI_2004_MT
23912,116553,-599,6908,North Carolina,326073,58282,154504,209520,2004,81130,1663,33022,SI_2004_NC
5348,16327,0,1452,North Dakota,51722,9189,39296,35395,2004,13187,1350,18540,SI_2004_ND
44677,369167,0,17730,Nebraska,756796,114860,356863,387629,2004,148717,10820,135681,SI_2004_NE
93524,164483,0,8099,New Hampshire,608475,173759,288987,443992,2004,259541,7742,112635,SI_2004_NH
355438,1162525,0,14889,New Jersey,2715403,653014,1196896,1552878,2004,979401,29051,638308,SI_2004_NJ
8882,52611,0,3927,New Mexico,140721,28548,76871,88110,2004,29191,8239,21879,SI_2004_NM
11740,22921,0,13301,Nevada,85163,20161,79957,62242,2004,23052,8849,54068,SI_2004_NV
774795,2114620,13,1230,New York,5871239,1657136,2018072,3756619,2004,2560270,-128352,822948,SI_2004_NY
578041,983223,292,581488,Ohio,2454232,1081417,2063196,1471009,2004,407356,1251810,1581031,SI_2004_OH
1757,215069,0,-1052,Oklahoma,576440,375124,143956,361371,2004,333421,43460,114954,SI_2004_OK
2528,9293,0,-250,Oregon,30244,4068,16112,20951,2004,6231,365,1142,SI_2004_OR
305,342,0,99,Other Areas,5632,684,5619,5290,2004,594,395,1022,SI_2004_OT
439540,2017685,-46,283476,Pennsylvania,5564640,1098177,2806696,3546955,2004,1443325,94435,986545,SI_2004_PA
305,342,0,99,Pacific Islands,5632,684,5619,5290,2004,594,395,1022,SI_2004_PI
0,0,0,0,Puerto Rico,0,0,0,0,2004,0,0,0,SI_2004_PR
9492,38227,0,869,Rhode Island,124805,29839,96970,86578,2004,12115,27216,23376,SI_2004_RI
40073,128454,-45,10436,South Carolina,352853,72836,160675,224399,2004,102766,10188,49478,SI_2004_SC
7320,20700,0,2615,South Dakota,69104,13970,40981,48404,2004,20407,883,15599,SI_2004_SD
26238,90320,0,5806,Tennessee,271614,58107,148947,181294,2004,79256,5089,52715,SI_2004_TN
238183,1007202,37,108383,Texas,2864730,1138132,1679450,1857528,2004,1034073,342205,964378,SI_2004_TX
9193964,26222392,223625,2837405,United States,71203290,18199549,37820771,44980898,2004,23192529,3977355,18869805,SI_2004_US
9194269,26222734,223625,2837504,United States & Other Areas,71208922,18200233,37826390,44986188,2004,23193123,3977750,18870827,SI_2004_USA
481372,135528,0,288903,Utah,1429763,812979,1506423,1294235,2004,1338200,-43849,1839291,SI_2004_UT
554855,1444605,30664,393985,Virginia,3800400,995080,2132952,2355795,2004,1129958,389313,1301100,SI_2004_VA
0,0,0,0,Virgin Islands Of The U.S.,0,0,0,0,2004,0,0,0,SI_2004_VI
2897,19882,0,1175,Vermont,65068,8343,42158,45186,2004,9451,1789,7598,SI_2004_VT
270551,846090,0,-10530,Washington,2466929,579320,1630696,1620839,2004,816909,32962,816236,SI_2004_WA
117892,405777,325,43649,Wisconsin,1199575,201123,748751,793798,2004,211569,107121,210171,SI_2004_WI
3241,14381,0,449,West Virginia,41173,5990,19552,26792,2004,9231,0,2440,SI_2004_WV
934,6305,0,174,Wyoming,17772,2005,10255,11467,2004,2858,81,1820,SI_2004_WY
0,0,0,0,Palau,0,0,0,0,2003,0,0,0,CB_2003_
30530,19327,0,6082,Alaska,186826,59055,117155,167499,2003,88939,646,44677,CB_2003_AK
1190299,3133067,0,690600,Alabama,10171491,2710606,5605986,7038423,2003,3837914,62991,3096077,CB_2003_AL
137261,526111,63,128911,Arkansas,1787001,370054,1094947,1260890,2003,497339,9913,460307,CB_2003_AR
809,1159,0,485,American Samoa,6568,1203,4175,5409,2003,2012,0,1263,CB_2003_AS
758807,647608,0,2102448,Arizona,4658280,1327565,2253831,4010672,2003,2088407,-2035,2434014,CB_2003_AZ
4037901,3848240,-1059,850851,California,22032220,7018688,16746412,18183981,2003,10937003,120650,10350276,CB_2003_CA
134881,382580,40,88286,Colorado,1646821,391478,1047765,1264241,2003,514006,12307,385822,CB_2003_CO
41811,60509,0,5165,Connecticut,218299,67900,303918,157790,2003,98620,11091,249913,CB_2003_CT
3726,4859,0,1422,District Of Columbia,30122,6269,18233,25263,2003,9894,101,4286,CB_2003_DC
2899552,3295006,0,4266751,Delaware,10089795,5051474,12709716,6794789,2003,7936022,15004,18117700,CB_2003_DE
352587,1016751,925,186535,Florida,3715417,785791,2222627,2698666,2003,1112388,25065,822884,CB_2003_FL
0,737,0,148,Federated States of Micronesia,3210,270,2713,2473,2003,242,28,630,CB_2003_FM
1576977,2473544,84,661769,Georgia,9308608,3228213,6529791,6835064,2003,4679856,125244,5036358,CB_2003_GA
19844,5338,0,3804,Guam,41177,-13251,39497,35839,2003,6521,72,13983,CB_2003_GU
196822,183749,-2369,22126,Hawaii,1119002,349509,783310,935253,2003,543475,5225,413658,CB_2003_HI
166647,837189,-466,73635,Iowa,2447240,591008,1673787,1610051,2003,744347,13774,881718,CB_2003_IA
20069,40196,0,9015,Idaho,189789,43153,125213,149593,2003,62203,1019,46838,CB_2003_ID
1761778,7123111,138777,1897197,Illinois,19858353,4553202,13064463,12735252,2003,6190755,-14560,8417175,CB_2003_IL
1127541,1717621,0,375433,Indiana,5839123,2027837,3348425,4121502,2003,3110632,44746,2712988,CB_2003_IN
152744,636886,31,126613,Kansas,2090019,475030,1267068,1453133,2003,608879,18864,549426,CB_2003_KS
145083,764067,-211,206550,Kentucky,2294940,417029,1266813,1530873,2003,545443,16880,487931,CB_2003_KY
270895,596045,101,117859,Louisiana,2469998,622877,1549347,1873953,2003,891242,2429,684495,CB_2003_LA
778438,1238263,-689,60691,Massachusetts,3742220,1365555,6057190,2503957,2003,2077351,67331,5691275,CB_2003_MA
187565,451441,-372,38826,Maryland,1608883,391292,1010376,1157442,2003,563333,15896,455093,CB_2003_MD
211988,396013,0,46818,Maine,1450147,428648,775807,1054134,2003,594137,46499,362628,CB_2003_ME
1380698,2358838,16357,837738,Michigan,8381946,2722439,5040337,6023108,2003,3849217,237563,3704183,CB_2003_MI
742326,1133856,-3,167839,Minnesota,5347376,1761903,3356097,4213519,2003,2461059,43173,1771489,CB_2003_MN
362684,1109131,309,217259,Missouri,3877221,923204,2409700,2768090,2003,1258285,27294,1117157,CB_2003_MO
215437,588649,0,95670,Mississippi,2018122,501874,1210253,1429473,2003,685492,31819,561942,CB_2003_MS
67595,177974,0,26176,Montana,695742,177105,379467,517768,2003,243286,1414,131164,CB_2003_MT
6931389,12210369,-2061,1627538,North Carolina,43841026,14851397,31742148,31630657,2003,20402821,1382026,22141850,CB_2003_NC
128303,259198,0,124665,North Dakota,998332,285775,691232,739134,2003,406230,7848,482993,CB_2003_ND
128917,527459,-62,118623,Nebraska,1610477,368994,1362556,1083018,2003,490956,7017,889111,CB_2003_NE
180299,625686,0,625961,New Hampshire,1444362,280728,1226847,818676,2003,452063,8964,1486195,CB_2003_NH
483216,957109,0,144021,New Jersey,3646942,1061392,2301589,2689833,2003,1496182,48426,1251959,CB_2003_NJ
58276,195900,31,35348,New Mexico,825255,80404,676707,629355,2003,135598,3051,218298,CB_2003_NM
972203,459762,0,942543,Nevada,2917822,1789350,2937829,2458060,2003,2759414,2139,4181726,CB_2003_NV
8157567,20322834,2421,6652847,New York,60167145,17170106,47534463,39844311,2003,23406360,1918892,37749359,CB_2003_NY
4263030,7918826,287036,3798049,Ohio,28511901,8982457,18359638,20593075,2003,12310272,648179,13874884,CB_2003_OH
178593,715950,352,121512,Oklahoma,2341208,575165,1403173,1625258,2003,732059,21347,631486,CB_2003_OK
217746,267990,0,28186,Oregon,1118133,286669,485192,850143,2003,501098,3317,164333,CB_2003_OR
177712,1540387,473,330870,Other Areas,3810815,855278,1530308,2270428,2003,1015626,16891,606376,CB_2003_OT
1035192,2395786,-2883,342033,Pennsylvania,7651417,2465327,6393657,5255631,2003,3310187,193215,4790246,CB_2003_PA
20653,7234,0,4437,Pacific Islands,50955,-11778,46385,43721,2003,8775,100,15876,CB_2003_PI
157059,1532032,473,326367,Puerto Rico,3753260,865743,1478799,2221228,2003,1006096,16233,590034,CB_2003_PR
1652115,2593323,-9000,1359412,Rhode Island,10097964,2890724,6597546,7504641,2003,4401654,150185,4853971,CB_2003_RI
188750,432786,0,100009,South Carolina,1535389,363787,851040,1102603,2003,541452,11085,389898,CB_2003_SC
1254910,935140,0,2180063,South Dakota,6288510,2396122,5453950,5353370,2003,3648448,2584,5929091,CB_2003_SD
762348,1498933,-303,414930,Tennessee,5503426,1746556,5486762,4004493,2003,2489800,19407,4386999,CB_2003_TN
529876,1556236,20721,304887,Texas,6534523,1656653,4561561,4978287,2003,2070102,95706,1958278,CB_2003_TX
49141291,93903834,427042,34477740,United States,331532042,101710902,244465864,237628217,2003,144841648,5583488,186157072,CB_2003_US
49319003,95444221,427515,34808610,United States & Other Areas,335342857,102566180,245996172,239898645,2003,145857274,5600379,186763448,CB_2003_USA
1609027,1345402,0,1286269,Utah,6868207,2810014,4654499,5522805,2003,4416153,2888,4834114,CB_2003_UT
808589,1817598,-20755,660452,Virginia,5244899,1491914,5937531,3427301,2003,2231390,89868,5402072,CB_2003_VA
0,1121,0,66,Virgin Islands Of The U.S.,6600,1313,5124,5479,2003,755,558,466,CB_2003_VI
37848,62538,0,7028,Vermont,309566,84617,211801,247028,2003,110056,12409,81857,CB_2003_VT
118676,351363,0,70627,Washington,1328453,284492,763321,977090,2003,396918,6250,253776,CB_2003_WA
392760,1329717,-5,189375,Wisconsin,4298515,1131337,2264714,2968798,2003,1523374,728,1008665,CB_2003_WI
87738,296289,32,29243,West Virginia,911883,207425,461988,615594,2003,289630,5501,165267,CB_2003_WV
11281,67009,0,5854,Wyoming,261686,80739,138086,194677,2003,89907,2113,39170,CB_2003_WY
0,0,0,0,Palau,0,0,0,0,2003,0,0,0,SI_2003_
1689,3442,0,332,Alaska,18848,3402,14037,15406,2003,4732,359,3695,SI_2003_AK
3200,59731,0,6404,Alabama,123699,21671,101294,63968,2003,-4040,28911,39690,SI_2003_AL
6479,46452,0,3798,Arkansas,105444,19193,53777,58992,2003,21248,4424,19831,SI_2003_AR
0,0,0,0,American Samoa,0,0,0,0,2003,0,0,0,SI_2003_AS
10359,12509,0,1745,Arizona,54022,16775,70768,41513,2003,25273,1861,56273,SI_2003_AZ
3929321,7669095,-1301,330824,California,20796823,6436673,9838314,13127728,2003,8632692,1734603,5674102,SI_2003_CA
10670,47162,0,4862,Colorado,124268,18423,120836,77106,2003,-27426,56519,21166,SI_2003_CO
222130,798344,0,93599,Connecticut,2332133,462726,1325060,1533789,2003,650361,34495,535231,SI_2003_CT
-890,5063,0,0,District Of Columbia,9820,-1428,9932,4757,2003,-3003,685,2172,SI_2003_DC
623435,1053152,0,106528,Delaware,2842014,955710,619954,1788862,2003,1445103,134042,382723,SI_2003_DE
136551,637684,1800,30667,Florida,1506203,270129,790713,868519,2003,289914,114966,242775,SI_2003_FL
0,0,0,0,Federated States of Micronesia,0,0,0,0,2003,0,0,0,SI_2003_FM
38099,173200,0,18386,Georgia,402116,69550,363145,228916,2003,-115018,222667,37597,SI_2003_GA
405,569,0,159,Guam,6032,750,5729,5463,2003,686,469,1111,SI_2003_GU
39892,139950,0,3144,Hawaii,356390,76193,169864,216440,2003,108445,7640,65013,SI_2003_HI
25170,113407,-232,6730,Iowa,282818,57861,130123,169411,2003,74931,8332,42373,SI_2003_IA
5459,18072,0,1677,Idaho,53964,8942,36816,35892,2003,10179,4222,12780,SI_2003_ID
94427,708275,6,68795,Illinois,1562930,182588,808879,854655,2003,223320,53689,246339,SI_2003_IL
37037,332193,343,52996,Indiana,761009,146499,516644,428816,2003,17576,165617,158394,SI_2003_IN
28890,397589,28,3161,Kansas,570661,55975,145067,173072,2003,73419,11418,48575,SI_2003_KS
7493,60443,0,5717,Kentucky,137770,20032,65355,77327,2003,20631,6894,14376,SI_2003_KY
18365,105795,0,2786,Louisiana,246738,42635,115025,140943,2003,52403,8597,29271,SI_2003_LA
359822,1262036,-2287,58467,Massachusetts,3496398,575236,1807174,2234370,2003,826846,110499,458117,SI_2003_MA
30713,214437,1,11226,Maryland,487573,68783,258611,273136,2003,65872,33623,62573,SI_2003_MD
35119,169966,-527,14457,Maine,483336,74759,260727,313370,2003,104620,5785,66434,SI_2003_ME
171192,400949,0,33828,Michigan,774050,298022,441200,373101,2003,93367,375847,195294,SI_2003_MI
24635,79132,28,7072,Minnesota,191786,44861,96296,112654,2003,45946,23521,36662,SI_2003_MN
32887,105424,0,7453,Missouri,282134,54425,198153,176710,2003,40252,47060,69148,SI_2003_MO
1919,25709,-239,1395,Mississippi,52789,8129,56189,27080,2003,-786,11073,29718,SI_2003_MS
1548,5510,0,0,Montana,13579,3012,11929,8069,2003,2584,1976,6444,SI_2003_MT
24047,128449,0,7394,North Carolina,329506,57698,154087,201057,2003,78515,3230,38939,SI_2003_NC
8007,17593,0,2028,North Dakota,54892,13698,31886,37299,2003,17891,3814,14506,SI_2003_ND
56855,439985,0,27623,Nebraska,812095,134669,353856,372110,2003,90833,100691,100202,SI_2003_NE
82352,161012,0,13916,New Hampshire,575500,152075,287653,414488,2003,217931,16496,105012,SI_2003_NH
313617,1212326,0,10353,New Jersey,2599381,589357,1113969,1387055,2003,862066,40908,599333,SI_2003_NJ
3673,53962,0,3247,New Mexico,133594,41080,77452,79632,2003,24418,20335,25485,SI_2003_NM
12828,18222,0,15706,Nevada,75723,22269,68599,57501,2003,25617,9480,52421,SI_2003_NV
1033762,2584241,387,40868,New York,6391366,1807554,2600126,3807125,2003,2396705,444223,1230574,SI_2003_NY
427110,1108756,9,274831,Ohio,2614832,846366,1402292,1506071,2003,762976,510491,934022,SI_2003_OH
1484,193339,0,16739,Oklahoma,569833,355248,181576,376494,2003,283451,73281,105272,SI_2003_OK
3144,35877,0,0,Oregon,97683,4156,76110,61806,2003,3997,3303,18301,SI_2003_OR
405,569,0,159,Other Areas,6032,750,5729,5463,2003,686,469,1111,SI_2003_OT
405747,2032617,108,269112,Pennsylvania,5175174,1007835,2560699,3142557,2003,1204458,209016,891712,SI_2003_PA
405,569,0,159,Pacific Islands,6032,750,5729,5463,2003,686,469,1111,SI_2003_PI
0,0,0,0,Puerto Rico,0,0,0,0,2003,0,0,0,SI_2003_PR
9164,41049,0,379,Rhode Island,121104,27930,84950,80055,2003,13641,23453,18915,SI_2003_RI
39534,138331,-1446,14061,South Carolina,353147,72341,157642,214816,2003,88433,24888,45320,SI_2003_SC
5211,22556,0,7590,South Dakota,68073,10837,42510,45517,2003,14191,1857,18774,SI_2003_SD
29476,99355,0,9814,Tennessee,280965,61551,142171,181610,2003,80472,10555,50847,SI_2003_TN
262268,1030326,25,171197,Texas,3048824,1007350,1616625,2018498,2003,1035958,233635,805282,SI_2003_TX
9629626,26880052,-2400,2512989,United States,68836840,18054027,33696483,41956791,2003,21906510,5779541,16159181,SI_2003_US
9630031,26880621,-2400,2513148,United States & Other Areas,68842872,18054777,33702212,41962254,2003,21907196,5780010,16160292,SI_2003_USA
8181,29315,0,-370,Utah,70968,25060,53375,41653,2003,18754,14487,30106,SI_2003_UT
470382,1465651,897,650103,Virginia,3466613,777144,2134741,2000962,2003,699351,547278,1483233,SI_2003_VA
0,0,0,0,Virgin Islands Of The U.S.,0,0,0,0,2003,0,0,0,SI_2003_VI
3587,20989,0,1014,Vermont,64312,9671,41484,43323,2003,10022,3236,9197,SI_2003_VT
395438,935718,0,61823,Washington,2655222,799248,1340276,1719504,2003,1120050,74636,802645,SI_2003_WA
132115,434192,0,38323,Wisconsin,1131075,228964,712685,696883,2003,161167,199912,215292,SI_2003_WI
4806,24176,0,1013,West Virginia,59277,8707,26318,35101,2003,12663,850,4893,SI_2003_WV
1227,7294,0,176,Wyoming,18366,2443,9519,11072,2003,3509,161,2132,SI_2003_WY
0,0,0,0,Palau,0,0,0,0,2002,0,0,0,CB_2002_
40596,58531,0,16578,Alaska,332010,81159,215136,273479,2002,120365,1390,78600,CB_2002_AK
1144713,4024985,-846,831253,Alabama,11326728,2616255,5453662,7301743,2002,3674221,87593,2657392,CB_2002_AL
122688,665040,402,155782,Arkansas,1865609,342684,989230,1200569,2002,455982,8988,400425,CB_2002_AR
967,1404,0,438,American Samoa,6534,1221,3572,5130,2002,2188,0,1068,CB_2002_AS
